<meta message time_signature numerator=4 denominator=4 clocks_per_click=96 notated_32nd_notes_per_beat=8 time=0>
<meta message sequencer_specific data=(0, 0, 65) time=0>
<meta message set_tempo tempo=632911 time=0>
note_off channel=10 note=71 velocity=118 time=128
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=64
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=128
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=64
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=64
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=32
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=64
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=32
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=64
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=32
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=64
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=128
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=64
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=67 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=55 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=96
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=52 velocity=118 time=0
note_on channel=10 note=52 velocity=118 time=0
note_on channel=10 note=52 velocity=118 time=0
note_on channel=10 note=52 velocity=118 time=0
note_on channel=10 note=52 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=160
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=67 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=55 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=32
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=52 velocity=118 time=0
note_off channel=10 note=52 velocity=118 time=0
note_off channel=10 note=52 velocity=118 time=0
note_off channel=10 note=52 velocity=118 time=0
note_off channel=10 note=52 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=192
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=32
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=69 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_on channel=10 note=57 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=128
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=69 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_off channel=10 note=57 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=64
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=64
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=32
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=128
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=160
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=64
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=32
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=128
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=256
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=128
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=64
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=256
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=320
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=74 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_on channel=10 note=62 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=128
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=74 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_off channel=10 note=62 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=64
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=76 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_on channel=10 note=64 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=128
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=76 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_off channel=10 note=64 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=64
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=128
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=64
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_on channel=10 note=59 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=64
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=71 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_off channel=10 note=59 velocity=118 time=0
note_on channel=10 note=71 velocity=118 time=32
